screen_name,tweet_count,mean_like_count,mean_reply_count,mean_retweet_count,mean_quote_count
Safa_8863,117,56.35042735042735,2.7094017094017095,10.222222222222221,0.15384615384615385
SafaiDarya,1,398.0,26.0,5.0,3.0
SaharKhodayarii,2,293.0,2.5,34.0,0.0
SaiedehSaideh59,153,954.5424836601308,30.19607843137255,168.72549019607843,3.3006535947712417
SalmanSima,10,425.9,18.2,99.1,5.2
SamanArbabi,1,2423.0,799.0,505.0,88.0
SamanthaIrani,389,204.5758354755784,9.030848329048844,44.80719794344473,2.089974293059126
Samar_Iran,7,341.14285714285717,8.714285714285714,50.285714285714285,1.7142857142857142
Sandisodoleh,16,32.5625,1.1875,6.6875,0.0625
Santamorte00,12,49.833333333333336,3.0,3.5833333333333335,0.25
Saraab23734615,134,19.044776119402986,1.3507462686567164,5.052238805970149,0.12686567164179105
SasanAmjadi,1,1099.0,267.0,161.0,13.0
Sashtyani,3,333.0,52.333333333333336,10.0,2.3333333333333335
SavaSavadkoohi,37,692.7837837837837,24.0,173.40540540540542,5.081081081081081
Schahrzad_b,17,653.3529411764706,27.0,105.11764705882354,2.8823529411764706
Scorpionofiran1,2,1.0,0.0,0.0,0.0
SedSia,4,195.5,7.75,58.25,3.0
SepehriHamed,7,1207.7142857142858,74.57142857142857,180.57142857142858,5.857142857142857
Sepideh52191550,757,163.90356671070012,7.998678996036988,56.95112285336856,2.5138705416116247
Sepiderashidi,1,3.0,0.0,0.0,0.0
Serpicoo3,1,683.0,13.0,90.0,6.0
ServinPooryamin,131,246.85496183206106,12.17557251908397,72.0381679389313,3.0839694656488548
ShDelfan,16,53.1875,7.25,8.1875,0.375
ShahbanouFarah,2,7168.5,450.0,1349.5,88.5
Shaheenchevv,1,908.0,148.0,26.0,11.0
Shahin56802127,2,40.0,5.0,12.0,1.0
ShahinMajelan,46,51.17391304347826,3.0434782608695654,12.5,0.2608695652173913
Shahinlooo,2,571.5,55.0,76.5,2.5
ShahramKhalatb1,35,124.57142857142857,5.485714285714286,43.457142857142856,1.9714285714285715
ShahramMakoui48,39,1117.2051282051282,77.7948717948718,158.76923076923077,7.410256410256411
ShaunToub,1,10.0,0.0,0.0,1.0
ShawnaAzad2,8,15.625,6.0,4.375,0.375
ShayanX0,542,720.0,32.59409594095941,175.40036900369003,4.219557195571956
Sheina__,1,0.0,0.0,0.0,0.0
Sheyda_RI,5,129.8,5.6,37.2,0.6
ShiraziShaheen,610,200.01639344262296,11.736065573770492,73.40163934426229,2.678688524590164
Shirzad1968,33,166.03030303030303,10.454545454545455,37.36363636363637,2.0303030303030303
Sho_Ber_5,36,96.13888888888889,3.888888888888889,27.555555555555557,1.0833333333333333
SiamakGhassemi,1,58.0,256.0,2.0,12.0
SiavashIran,5,454.8,51.4,129.6,11.4
Siavashshahy,3,400.6666666666667,41.0,51.333333333333336,2.6666666666666665
Silmaethdante,1,66.0,3.0,2.0,1.0
SinaToossi,1,10.0,40.0,2.0,3.0
Sinnerlondon,6,1254.5,60.333333333333336,168.5,11.166666666666666
Sokoot3333,2,158.5,57.0,7.5,3.0
SoleymaniAzadeh,318,35.795597484276726,3.352201257861635,8.078616352201259,0.3584905660377358
Solo_Commando,35,396.0857142857143,9.228571428571428,67.77142857142857,1.0
Sonofthebeach22,16,405.0625,8.1875,77.8125,0.8125
SooreBoz,10,2.4,0.3,0.2,0.0
Sssccpp,5,3809.4,45.0,580.6,9.6
StupidJalal,2,4.5,0.0,1.5,0.0
SunLight__White,256,322.171875,7.4609375,68.0625,1.84375
SushyanPahlavi,585,250.6888888888889,10.90940170940171,53.10769230769231,1.0307692307692307
TNitrT,12,205.08333333333334,6.25,65.0,2.4166666666666665
TahsinZhaleh,678,205.79646017699116,13.00589970501475,58.92035398230089,2.1268436578171093
Tanha59977799,3,326.3333333333333,30.0,42.666666666666664,3.3333333333333335
Tanha_5566,14,252.57142857142858,9.0,49.57142857142857,1.1428571428571428
Tanhatarin00,22,3.272727272727273,0.18181818181818182,1.2727272727272727,0.22727272727272727
TaraMedric,29,529.8620689655172,22.551724137931036,74.10344827586206,2.310344827586207
Tasnimnews_Fa,2,538.0,264.0,105.5,34.5
Tavaana,1,265.0,4.0,32.0,0.0
Ted_homan1361,1,1325.0,28.0,80.0,186.0
Teeegra,1,722.0,35.0,59.0,13.0
Thank_you_Dj,41,268.1463414634146,5.024390243902439,36.02439024390244,0.4146341463414634
TheBalochWorld,1,187.0,12.0,19.0,5.0
TheNorth_A,2,138.0,1.5,11.0,1.0
The_Doonald,3,245.66666666666666,5.0,41.333333333333336,1.6666666666666667
TinaFay1978,228,203.2017543859649,8.855263157894736,31.06578947368421,0.6666666666666666
TinaGhazimorad,3,1457.3333333333333,135.33333333333334,270.3333333333333,22.0
Tinaaa2048,72,368.40277777777777,25.25,64.97222222222223,2.125
Tinabakhshi,15,919.1333333333333,19.866666666666667,188.13333333333333,3.3333333333333335
Tondar1985,221,180.17194570135746,17.0,62.29864253393665,2.16289592760181
Tondbad3,3,1.0,0.0,0.0,0.0
TonyFreeman2015,10,760.8,12.2,76.7,1.9
ToukaNeyestani,2,29.5,186.0,1.5,46.0
Trdigrade,4,102.5,2.0,32.75,0.5
Ttp0088,8,1739.125,105.125,95.875,16.75
Tymsar2578,1,263.0,4.0,77.0,6.0
UomoMees,53,560.3396226415094,13.471698113207546,90.30188679245283,1.9811320754716981
VOAfarsi,10,370.5,154.1,62.4,34.7
Vahid,1,4324.0,272.0,811.0,155.0
Vatanamk,27,204.77777777777777,4.814814814814815,24.59259259259259,0.8148148148148148
Verethragnan,257,499.15175097276267,19.6147859922179,159.24513618677042,7.178988326848249
VidaSarafraz,401,676.0423940149626,34.80798004987531,153.73815461346632,5.523690773067331
ViemonX,86,83.56976744186046,1.4883720930232558,24.38372093023256,0.5581395348837209
With_pahlavi3,18,253.44444444444446,17.555555555555557,40.333333333333336,1.2222222222222223
X4LIREZ4X,1,11331.0,64.0,1107.0,6.0
XPishik,115,251.98260869565217,10.904347826086957,42.2695652173913,1.208695652173913
YRnESzv9zRLIXuQ,216,168.41666666666666,8.310185185185185,53.291666666666664,1.5324074074074074
YaarGhadimi,43,1830.6744186046512,46.30232558139535,291.6744186046512,11.627906976744185
YaldaRod,1,186.0,4.0,47.0,2.0
YarabAydad,33,16.78787878787879,0.12121212121212122,5.636363636363637,0.09090909090909091
YasiPatriot,423,393.8085106382979,9.787234042553191,83.88652482269504,1.7281323877068557
Yasmin4freedom,1,327.0,8.0,114.0,2.0
YepremKhann,45,65.53333333333333,3.511111111111111,15.8,0.4888888888888889
ZAAL1474,5,19.2,0.6,5.8,0.0
Zagros1402,52,1.3846153846153846,0.21153846153846154,0.11538461538461539,0.0
ZananFirouzehie,10,219.0,3.3,64.1,2.7
ZaneSharghi1358,1,1.0,1.0,0.0,0.0
Zimmermann____,934,123.4389721627409,4.207708779443255,31.937901498929335,0.7965738758029979
_AshkAval_,43,176.48837209302326,8.465116279069768,39.83720930232558,0.9767441860465116
_Hassan_sabbah_,1,12.0,1.0,5.0,1.0
_Jese_Pinkman,2,378.0,28.0,63.0,1.5
__H59__,9,121.77777777777777,9.222222222222221,32.77777777777778,1.2222222222222223
__Injaneb96,3,524.3333333333334,25.333333333333332,122.66666666666667,3.0
____ROHI____,10,191.9,6.8,50.7,1.8
_mendeleev,2,625.0,30.5,15.5,4.5
_tinafrn_,1,1275.0,301.0,14.0,21.0
aalchaa,5,160.8,4.0,32.4,0.6
ab_ganji,1,749.0,648.0,78.0,34.0
abdolah_abdi,3,553.3333333333334,16.0,42.0,3.6666666666666665
abdorezaahmadi,1,241.0,5.0,52.0,2.0
abelbalb,1,4.0,1.0,0.0,0.0
abornaei,2,40.5,4.5,3.5,1.0
adam_hesabi,550,865.4381818181819,30.54909090909091,162.07454545454544,3.078181818181818
adam_hesabi1,8,652.25,23.125,111.75,1.375
afshari_aku,4,419.75,441.0,41.0,68.25
agha_rashti2,57,1018.2982456140351,28.859649122807017,152.08771929824562,3.3684210526315788
agha_xavier2,29,160.27586206896552,13.0,43.93103448275862,1.6206896551724137
aghachurchill,14,154.71428571428572,3.7142857142857144,36.357142857142854,1.1428571428571428
aghayehesam,1,9153.0,50.0,222.0,6.0
ahampay,18,595.9444444444445,18.833333333333332,100.77777777777777,2.611111111111111
ahmad_313m,1,30.0,31.0,3.0,2.0
akhtar1989,7,511.2857142857143,55.857142857142854,88.57142857142857,3.2857142857142856
akserouz,2,181.5,23.0,46.0,10.5
alale26361947,1,0.0,0.0,0.0,0.0
alasht_Iran,74,539.8378378378378,13.067567567567568,95.41891891891892,4.256756756756757
ali_bitarafan5,1,1629.0,134.0,338.0,10.0
aliemamiofnyc,27,665.8888888888889,16.37037037037037,75.51851851851852,1.7407407407407407
alinaghi2018,16,531.125,7.0625,77.25,1.75
alirezakiani2,13,898.2307692307693,64.76923076923077,158.84615384615384,13.538461538461538
alirzadabir,1,2454.0,63.0,234.0,38.0
amiirhosseiinam,1,1503.0,224.0,133.0,12.0
amin1917,8,72.5,6.0,23.625,1.5
aminkhss,1,635.0,37.0,1.0,6.0
amir41355273,60,386.8,35.333333333333336,105.33333333333333,6.65
amiretemadi,2,410.5,14.5,38.5,2.5
amirmoghadam_ir,1,644.0,7.0,82.0,4.0
amoopoya,42,256.54761904761904,23.333333333333332,50.11904761904762,1.619047619047619
