screen_name,has_profile,has_raw_tweet,has_temporal,has_graph
koroshCR7,True,True,True,True
Iraneariyaii,True,False,True,True
Iran_2025,True,False,True,False
Antovan30M32730,True,False,True,False
PIRATE_6969,True,False,True,False
Zhwyn1981,True,False,True,False
HosseiniAnya,True,False,True,False
FariborzTaheri3,True,False,True,False
Ardeshir2025,True,False,True,True
_omid52,True,False,True,False
AdlNavid,True,False,True,False
ShadowSurferX,True,False,True,False
insight2583,True,False,True,False
GodOfWar90909,True,False,True,False
BugsBuny90,True,True,True,False
mschlapp,True,False,True,False
falcon202066,True,False,True,False
javeneariaei,True,False,True,False
MariaBabaie,True,False,True,False
boldmark57002,True,False,True,False
Taylr_Durden,True,False,True,True
WM_IRAN_GA,True,False,True,True
0xKaveh,True,True,True,True
bodigirel2,True,False,True,False
Ariats2580555,True,False,True,False
aidakay0,True,False,True,False
KA__BooS,True,False,True,False
koruosh2023,True,True,True,False
Behzadakk,True,False,True,False
donpablo_1234,True,False,True,False
pahlavism149884,True,False,True,False
stswrong,True,False,True,False
e_eslamizad,True,False,True,True
W5KoiWrJgup0NwH,True,False,True,False
kartaljesus,True,False,True,True
Bamshad_Pahnfar,True,False,True,False
NikunamMohammad,True,False,True,True
Bita_redemption,True,False,True,False
saeedhalvaii,True,False,True,False
leila89368511,True,False,True,False
RalyR18084,True,False,True,True
YavarKafar,True,False,True,False
Peace1072023,True,False,True,False
rozbeh1538493,True,False,True,True
haditorkmalek62,True,False,True,False
afagerbakke,True,False,True,False
OzerNazlii,True,False,True,False
yektaaa22,True,False,True,False
sunnny_pannni,True,False,True,True
Engelab1401,True,False,True,False
DariushSh24896,True,False,True,False
Terror_Alarm,True,False,True,False
HavfrueShF,True,False,True,False
nrg_Q_17,True,False,True,True
JavadKhaki_IR,True,False,True,False
sabrinamobarez,True,False,True,False
Shaheenchevv,True,True,True,False
HomaRashti,True,False,True,False
rah74A,True,False,True,False
nignig5151,True,False,True,False
Lili_joon2,True,False,True,False
UNGeneva,True,False,True,False
Alborz1433,True,False,True,False
shah_pari431,True,True,True,False
Laleh33122900,True,False,True,False
MonarchyPersia,True,False,True,True
Irez85,True,False,True,False
farahspr,True,False,True,False
ghuiooa11948,True,False,True,False
YasArcMizuno,True,False,True,False
arashjafari33,True,False,True,True
lIshaghayeghlI,True,True,True,False
JordanMaxi17471,True,False,True,False
GharaKhabar,True,False,True,False
Azar22Azar,True,False,True,False
taranehabadan,True,False,True,False
farahHHiran,True,False,True,False
facelessanonym,True,False,True,False
pendarnik77,True,False,True,False
The_Rointan,True,False,True,False
persian_sk,True,False,True,False
tsdv279,True,False,True,True
shaahiinnn,True,False,True,False
bb_cband,True,False,True,False
Sarbaze_Vatan88,True,False,True,True
vs84sorena,True,False,True,False
tavko96259,True,False,True,False
QKrmy91969,True,False,True,False
leiliii27,True,True,True,False
mahinfaghihi,True,False,True,False
akserouz,True,True,True,False
EPpolitician2,True,False,True,False
nikoroobin,True,False,True,False
prwanh510641,True,False,True,False
aghaye_jim,True,False,True,False
mastanetanha2,True,False,True,False
IranZeroHour,True,False,True,False
Takeabeer69,True,False,True,False
xxxxIranxxxx,True,False,True,False
GholamAlikhani,True,False,True,True
AzarNazar3,True,False,True,False
eisa6293,True,False,True,False
leonard_kohen30,True,False,True,False
javid_nama31895,True,False,True,True
IdoHalbany,True,False,True,False
max_power73,True,False,True,False
AdinehShahram,True,False,True,False
Sahel775439,True,False,True,False
LORENZO552535,True,False,True,False
irantehran401,True,True,True,False
of_iran39329,True,False,True,True
taxi8s,True,False,True,False
Astrophil_Mars,True,True,True,False
Persiairany,True,False,True,False
,True,False,True,False
Joojooirani,True,False,True,False
KScoroz75088,True,False,True,False
KHakhamene8617,True,False,True,False
agha_xavier2,True,True,True,False
Loiisssssssss,True,False,True,False
MobedZal28592,True,False,True,False
Freedom01574840,True,False,True,False
RayeheGr,True,False,True,False
DidarHesam,True,True,True,False
esi_afi,True,False,True,False
AMoghtasse70728,True,False,True,False
AnMahdokht,True,False,True,False
pir_e_khereft,True,False,True,False
Jangal10Sardar,True,False,True,False
jsolomonReports,True,False,True,False
lilly33312,True,False,True,False
akramkhoraii,True,False,True,False
DrKatrin_Rabiei,True,False,True,False
Alphafox78,True,False,True,False
LNZHPP,True,False,True,False
,True,False,True,False
smjm1972,True,True,True,False
ArioBarzan29569,True,False,True,False
AftabAlamtab,True,False,True,False
Birdbox36,True,False,True,False
JohnSnow65366,True,False,True,True
ABC62388146,True,False,True,False
rostam_dastan2,True,False,True,True
RozhanU1,True,False,True,False
firuzeijamegan2,True,False,True,False
Nahid13601357,True,False,True,False
Rightofmind1,True,False,True,True
fyzonouz,True,False,True,False
Mehrad_shgn,True,False,True,False
Ato3A8000757729,True,False,True,True
zootopiazz,True,True,True,False
palang_souratee,True,False,True,False
theslyuda,True,False,True,False
AminHatami57521,True,False,True,False
Mehrad_69,True,False,True,False
Persian63678616,True,False,True,False
FaribaKaze78897,True,False,True,True
lionandsunarmy,True,False,True,False
shahrwand0,True,False,True,True
Fareydunfarrokh,True,True,True,True
naollegesse230,True,False,True,False
Iran50176766263,True,False,True,False
Ahmadkaka43,True,False,True,False
FreeHumanright,True,False,True,True
moh_heidari,True,True,True,False
Bikhabaroffline,True,False,True,False
ElohimKiller,True,False,True,False
Alireza7553,True,True,True,False
Bejangim009,True,False,True,False
AliHuseynovIR,True,False,True,True
AplcarolineDr,True,True,True,False
goodbadatusa,True,True,True,True
Hipala62,True,False,True,False
Golshan_Khanoom,True,False,True,False
saiedpate,True,False,True,False
bitooshka_mama,True,False,True,False
kami32831913,True,False,True,False
saeidarya68,True,False,True,False
ArioPE368BC,True,False,True,False
AliM5431,True,False,True,False
armanasw,True,False,True,False
sarbaaaazekhaak,True,False,True,False
2018_berlin,True,False,True,False
lordkutuleh,True,False,True,False
TheeSorena,True,False,True,False
iranparst,True,False,True,False
Sheyda_Persia,True,False,True,True
hesabejadi65030,True,False,True,False
nasrin_arabi,True,False,True,False
abban98192288,True,False,True,False
naslsokhteh60,True,True,True,False
roshanfekri78,True,False,True,False
Tooraj_Kazeminy,True,False,True,False
Ardviraf,True,False,True,True
bob_saginowskii,True,False,True,False
ImamToosi,True,True,True,True
farhangepars,True,False,True,False
NuBMjYSHmGGRDtd,True,False,True,False
janvaljaan,True,False,True,False
Russianowarabic,True,False,True,False
TomFitton,True,False,True,False
bazgasht_,True,False,True,False
knbhgfk,True,True,True,False
shah_parast_k,True,True,True,False
lind83171583,True,False,True,False
ESPANDIAR_2ND,True,False,True,False
nataliekerman,True,False,True,False
KingLion1781,True,False,True,False
loulchian,True,False,True,True
azoun88,True,False,True,False
mootaareez,True,False,True,False
TehrantoNews,True,False,True,False
LocallAndia,True,True,True,False
FransMaassen9,True,False,True,False
EAIranParast,True,False,True,False
asalfelfeli,True,False,True,False
soroush6666,True,False,True,False
a1schuhmacher71,True,False,True,False
javid018,True,False,True,False
vakilipor,True,False,True,False
hanis1388,True,False,True,False
Hasanake_Vakil,True,False,True,False
Iranmyland9,True,False,True,False
azno2025,True,False,True,False
sara24423651,True,False,True,False
pourya,True,True,True,False
AbrahamBAb14249,True,False,True,False
babak4976365423,True,False,True,False
universe_total,True,False,True,False
RubeniRosa,True,False,True,False
Aieryanem,True,False,True,False
Marukka9,True,False,True,False
GivargizS,True,False,True,True
Fai2ta,True,False,True,False
leyla_720,True,False,True,False
Shahghayedi1969,True,False,True,False
mmsamadian,True,False,True,True
iranlian027,True,False,True,True
ldyn82859105,True,False,True,False
hadinik,True,True,True,False
ArmanZubin,True,False,True,False
Natalie63680211,True,False,True,False
alitt70965811,True,False,True,False
LOST_IN_UNI_777,True,False,True,False
dream_pahlavi,True,False,True,False
reystadt,True,False,True,False
Iraniam_2583,True,False,True,False
artemissorena,True,False,True,False
solgoli237,True,False,True,False
Farokh53022717,True,False,True,False
WallStreetApes,True,False,True,False
Booji_Mooji,True,False,True,False
A200x200,True,False,True,False
MoK_1891,True,False,True,False
amir1324502,True,False,True,False
NetDaghooneh,True,False,True,False
Rezakha_n,True,False,True,False
Arsis86,True,False,True,False
vatanam_iran1,True,False,True,False
shomareh_hefdah,True,False,True,False
taks78381,True,False,True,False
MrszsrM,True,False,True,False
1_iran1,True,False,True,True
AmyMek,True,False,True,False
Angel598043604,True,False,True,True
someyh64,True,False,True,False
fekre_dovom,True,False,True,True
NSabery78006,True,False,True,False
AbjiZamiri,True,False,True,False
Sir_Terralyn,True,False,True,True
justiran01,True,False,True,False
iranvatanam2222,True,False,True,True
Mohsenm69369499,True,False,True,True
hafryatmediaa,True,False,True,True
liberty8787,True,False,True,False
ARIAJAVID_,True,False,True,False
hermanirani1,True,False,True,False
iranianbamdad20,True,True,True,False
anothermind111,True,False,True,False
maniatemann,True,False,True,False
A_pasfarda,True,False,True,False
Kimiakhat,True,False,True,False
farid1370313,True,False,True,True
na_baab,True,False,True,False
Psi658620867275,True,False,True,False
tajotakht2500,True,False,True,False
Maverick_CS_Du,True,False,True,False
IMehdizade88936,True,False,True,False
mytm1213073,True,False,True,True
SuppressedNws,True,False,True,True
W_L_Freedom,True,False,True,False
Rayan9717,True,True,True,True
HooooHiiii,True,False,True,False
taylor_prs,True,False,True,False
shm9384396334,True,False,True,False
mhsahebi350,True,False,True,False
gsea1980,True,False,True,False
Maryaaa03946854,True,False,True,False
shirinkhanomam,True,True,True,True
MahnazShirali,True,True,True,True
iraneman77777,True,False,True,False
ah00mauun007,True,False,True,False
patriot_apranik,True,False,True,False
avay_farvahar,True,False,True,False
TigayBarry,True,False,True,False
sohrab_siyavosh,True,True,True,False
mullahs_hunter,True,False,True,True
youaintfin63529,True,False,True,False
Aghavali2173,True,False,True,False
sasanamiri2,True,False,True,False
hosseinesllami,True,False,True,False
ariobarzan_,True,False,True,False
GhazGhazi940398,True,False,True,True
CoffeeG98040571,True,False,True,True
fiightergirl,True,False,True,False
MikleDW,True,False,True,False
ithnoiran,True,False,True,True
harlogen_jnr,True,False,True,False
persian_Lad,True,False,True,False
angel542986601,True,False,True,False
CutieQueer22,True,False,True,False
Tajtaj63,True,False,True,False
javidshah550,True,False,True,False
therebel6166,True,False,True,False
Mathew202829285,True,False,True,False
UCrays23658,True,False,True,False
Nariya307,True,False,True,False
darbedar_i,True,False,True,True
kmbashkan,True,False,True,True
lnahalllnahall,True,True,True,True
Diyako_Irani,True,False,True,False
cha94425,True,False,True,True
khatere67876572,True,False,True,False
partigiano47,True,False,True,False
ArtimesDokht,True,False,True,False
iranazadi15,True,False,True,False
D62Darya,True,False,True,False
Warrior_Arrow,True,False,True,False
quietgirl7319,True,True,True,False
BurntKotlet_12,True,False,True,False
Amita_Bi_chan,True,False,True,False
sineh_sokhte,True,False,True,False
dariush_omran,True,True,True,False
szo936,True,False,True,False
AZADMEHR2533,True,False,True,True
Goghnous,True,False,True,False
VahidKhoshnoody,True,False,True,False
Enekase1360,True,False,True,False
MohammadLak79,True,True,True,True
farreizada32697,True,False,True,False
Iranyear0,True,False,True,False
J1nne,True,True,True,False
saghargho,True,False,True,True
FIfi8202,True,False,True,False
rayehe_rabi,True,True,True,False
zorroFromHmdn,True,False,True,False
IranGuardian,True,False,True,False
Farya27201288,True,False,True,True
nina_banoo96,True,False,True,True
REBEL871209994,True,False,True,False
bahaar851076,True,False,True,False
Khodealef_,True,False,True,True
Anc_Aesthetics,True,False,True,False
Reza__Soleimani,True,True,True,True
RezaV1526,True,False,True,True
lagobrune,True,False,True,False
__Injaneb96,True,True,True,False
pertikan_king,True,False,True,True
Freedom20231403,True,False,True,False
NABARDANDISHE,True,False,True,False
MehranS39353534,True,False,True,False
rrfhyr,True,False,True,False
__Excuse_Me_Sir,True,False,True,False
mehrsa21141294,True,False,True,False
JTavakoly,True,False,True,False
reza_shah_two,True,False,True,False
Fadai_Shahzadeh,True,False,True,False
antfadt,True,False,True,False
shahriarmehrban,True,False,True,True
Minahaji2020,True,False,True,False
Newhope526,True,False,True,False
SirAdulfHitler,True,False,True,False
asemanabrist91,True,False,True,False
Azadah10,True,False,True,False
sevenelll7,True,False,True,False
AmirRostam8990,True,False,True,True
ardesheeram,True,False,True,False
Shaya745,True,False,True,False
pahlavirezacpar,True,True,True,False
lionfromIran,True,False,True,False
lara2022lili,True,False,True,False
ASibilu99564,True,False,True,False
Redrighthand89,True,False,True,False
Zoe11191535,True,False,True,False
ArinaSam7,True,False,True,False
pahlavinews,True,False,True,False
bepakhiziran,True,False,True,False
bibaakirani,True,False,True,False
Mohammad_Reza18,True,False,True,False
Azad20242508,True,False,True,True
Roxy1070408,True,False,True,False
tanjiro_luffy_2,True,False,True,False
kavehaligar,True,False,True,False
NedAzadiii,True,False,True,True
leissafari,True,False,True,False
Allen3210291326,True,False,True,False
FarzadadazraF,True,False,True,False
MiladLankarany,True,False,True,False
maoz69,True,False,True,False
KingSoldierOne,True,False,True,True
BlgShar,True,False,True,False
dragon240125782,True,False,True,False
BPichgah,True,False,True,False
patriot5690,True,False,True,False
Savak_55,True,False,True,False
shabgardan66,True,False,True,False
Fakher_2583,True,False,True,False
Abu_afash21,True,False,True,False
bizzy208497,True,False,True,False
barandazm3la,True,False,True,False
Benyami1980,True,True,True,False
houtbeh,True,False,True,False
samad_best,True,False,True,False
DavidNachman3,True,False,True,False
roohaam94711,True,False,True,False
NavayePahlavi,True,False,True,True
democracyrobot,True,False,True,False
Rizekhale_54,True,False,True,False
shah_dost00,True,False,True,False
artemisbano,True,False,True,False
c5GbNjtYsfYcHMr,True,True,True,False
Nikino200,True,False,True,False
amirhe1344,True,False,True,True
Master0212212,True,False,True,False
Siyavash2001,True,False,True,False
Ansari_Bahman,True,True,True,True
iran52188765,True,False,True,False
phonix541,True,False,True,False
SarbazRezaShah,True,False,True,False
sarbaziranam1,True,False,True,False
MoOoniiiaa,True,False,True,False
Irandokht_60,True,False,True,False
JamesMelville,True,False,True,False
Shadoneh66,True,False,True,False
Animebazi,True,False,True,False
AlinejadMasih,True,True,True,True
TonyFreeman2015,True,True,True,False
Tiamshir,True,False,True,False
so_arv_0602,True,False,True,False
ColbyBadhwar,True,False,True,True
Sapahlavi3,True,False,True,False
Answer2History2,True,False,True,True
AlipoorMoh6236,True,False,True,False
ahm18486,True,False,True,False
orific555,True,False,True,False
heshmaikel,True,False,True,False
Sahar642421,True,False,True,False
hj_adamskhersi,True,False,True,False
rrayaa222,True,False,True,False
Iamfeelingnummb,True,False,True,False
Chanel1978007,True,False,True,True
avantgardearses,True,True,True,False
irane_bozorg1,True,False,True,False
SORENA_2583,True,False,True,False
Asida65055339,True,False,True,False
solilati,True,False,True,True
NiloOabii,True,False,True,False
Tuyesdewan1,True,False,True,False
Mahizadyaar,True,True,True,True
moshikoshi7,True,False,True,False
ArasKamandar,True,False,True,False
Borhan_Majd,True,True,True,False
March2019651,True,False,True,False
Mandanairani50,True,False,True,False
Marina32109868,True,False,True,True
Samarp14,True,False,True,False
kafkaoefsky,True,False,True,False
kord_gil,True,False,True,False
callmeraha13,True,True,True,True
xxshide,True,False,True,False
garmachkol,True,False,True,False
freeeeeee_life,True,False,True,True
f3lf3ly3,True,False,True,True
alale26361947,True,True,True,False
ssssttttt6113,True,False,True,True
Littlep40390518,True,False,True,True
farzandehIran,True,False,True,False
mimi18475,True,False,True,False
muRINwQFzMoijGX,True,False,True,False
DAWN_of_PERSIA,True,False,True,False
fatemeh_sadat91,True,True,True,False
parisa23187459,True,False,True,False
hafttirshekan,True,False,True,False
136Mojtaba,True,False,True,False
FuckSalavati,True,False,True,False
ATASHEpenhanR,True,False,True,True
KUSCongress,True,False,True,True
SFeridoon,True,False,True,False
trdducnguyen,True,False,True,False
sedaayeaazaadi,True,False,True,True
nima_sabegh1010,True,False,True,False
rrghadi01,True,True,True,True
patrick_jane77,True,True,True,False
afsoon136,True,False,True,False
betabobi1255,True,False,True,True
maddenifico,True,False,True,False
Aliiiizamani,True,False,True,False
bemola__khastam,True,False,True,False
AliReza_Hafezi1,True,True,True,False
MuskOmid,True,False,True,False
KourochMehriran,True,False,True,False
Pars2582,True,False,True,True
Arioo_Barzan_,True,False,True,False
BanaGary,True,False,True,False
soulind2024,True,False,True,True
deathgod192,True,False,True,False
SHAHBAZ01010101,True,False,True,True
Bobshayn1,True,False,True,False
ailerza,True,False,True,False
BAHRAM_1987,True,False,True,False
bahmanfarahani3,True,False,True,False
With_pahlavi3,True,True,True,False
gorbehsiah,True,True,True,False
parwaz22,True,True,True,False
mashangghashang,True,False,True,False
MajidH44995071,True,True,True,False
sangtarash_azad,True,True,True,True
Eve_FromHeaven,True,False,True,False
Rezio0,True,False,True,False
fafar366,True,False,True,False
5pickkk,True,True,True,True
i_am_javad,True,False,True,False
KasraviArash,True,False,True,False
reza6303,True,False,True,True
king_fishpoet,True,True,True,False
Bring_Daughters,True,False,True,False
KhorshidZagros,True,False,True,False
alahazratehomay,True,False,True,False
Kamran99575602,True,True,True,False
AliAhmadi274122,True,False,True,True
charliekirk11,True,False,True,False
ON19894997811,True,False,True,False
ariamehr2542,True,False,True,False
davood32847529,True,False,True,False
Shaaahi1298,True,False,True,False
Mtm9920,True,False,True,False
mahenoghre,True,True,True,False
1Motori,True,False,True,False
curlygirl652,True,False,True,False
F22Hamed68446,True,False,True,True
javidrezashah23,True,False,True,False
Qaaaasem,True,True,True,False
2024_mh,True,False,True,True
sh_khabarnegar,True,False,True,False
omid_AV2,True,True,True,True
Haj_ammar312,True,False,True,False
AZNA2791364,True,False,True,False
Hadi60638998,True,False,True,False
mehraniran2023,True,False,True,False
Ghasem64316995,True,False,True,True
HechKim0,True,False,True,False
0xpahlavi,True,False,True,False
Dariushsha_,True,False,True,False
IARIOU,True,False,True,True
Sohrab0077,True,False,True,False
1980migmig,True,False,True,False
Armanjasoor,True,True,True,False
Hasti665P,True,False,True,False
farzandpaeiz66,True,False,True,False
Fooska2000,True,False,True,False
Nidi1Nb,True,False,True,False
by_dyn59261,True,False,True,False
MaderoyReforma,True,False,True,False
StateDept,True,False,True,False
shadi_diba,True,False,True,False
newfoxyzorro,True,False,True,False
EsfidvajaniMina,True,False,True,False
nahid_ariyaee,True,False,True,False
real_FreeM,True,False,True,True
Naazer00,True,False,True,False
FrayadAzadi,True,False,True,False
btn_kh10425,True,False,True,False
1fE0H6Rofed6H0P,True,True,True,False
payandeiranam,True,False,True,True
AfshinNzariVala,True,False,True,True
joojoo44430817,True,False,True,False
JusticeforIra10,True,False,True,False
MahnazB9309,True,False,True,False
marehafkhat,True,False,True,False
AnarPaeizi,True,False,True,False
shabnam57388141,True,False,True,True
PatriotKamii,True,False,True,False
Rivarzkharmagas,True,False,True,False
ShivaS60496172,True,False,True,True
AfsiRoshi,True,False,True,False
miras065,True,False,True,False
_Baraye_Azadi,True,False,True,False
GlobeEyeNews,True,False,True,False
Strange_G,True,False,True,False
Canadausedto,True,False,True,False
mariiichaan,True,False,True,False
inventor_kevin,True,True,True,False
kargarbrandaz,True,False,True,False
sarbazshaah,True,False,True,False
Mosolchi,True,True,True,False
Bibidi777,True,False,True,False
Kourosh77777704,True,False,True,False
shahabaldin1970,True,False,True,False
paarrinoos,True,False,True,False
bankiybaby4,True,False,True,False
SHAHIAVID,True,True,True,False
mahan02468,True,False,True,False
gordafarid11,True,False,True,False
HiwaTubeAI2,True,True,True,False
Alex47778556934,True,True,True,True
Ramonkaxal25,True,False,True,False
mikhake_noqrehi,True,True,True,False
Kamyarzarbakhs4,True,False,True,True
HplusAforG,True,False,True,False
Brdazimi,True,False,True,False
ciatexas1957,True,False,True,False
JudgeNZ1990,True,False,True,False
samikeykh,True,False,True,True
bedanim2583,True,False,True,False
jikakollah,True,False,True,False
Amirart_iran,True,False,True,False
mamadjahanara,True,False,True,True
etelaf10,True,True,True,True
Sin_anS,True,False,True,False
ghome_kaferin,True,False,True,False
ValiManafi,True,False,True,False
mfddf12,True,False,True,False
YouWillNotLast,True,False,True,False
Aarteshtaran,True,False,True,True
AliEbrahimzade_,True,True,True,True
Imanvaez1,True,False,True,False
Justice_ZZA,True,False,True,False
V0aIvaSV3t92wcG,True,False,True,False
R0tterdamer,True,True,True,False
KalavaniSamad,True,True,True,False
Gholi46741882,True,False,True,False
raha494,True,False,True,False
Timon_Niku,True,False,True,False
parvamehr,True,False,True,True
Sam_Nematy,True,False,True,False
ryanmohammad13,True,False,True,False
HajZaban,True,False,True,False
AzarakhshLight,True,False,True,False
yare_dabestaani,True,False,True,True
RonaiChaker,True,False,True,False
dindaa777,True,False,True,False
SamiTajangi,True,False,True,False
asir_eli,True,False,True,False
mslmahmdy115283,True,False,True,False
Restitutor_Iran,True,False,True,False
NemoRegnum,True,False,True,False
MojtabaT82,True,False,True,False
nm_kar16177,True,False,True,True
NNooshdaroo,True,False,True,False
Siaaa67,True,False,True,False
danymhrgn,True,False,True,False
Damavand_Iran,True,False,True,False
AAtashkadee,True,False,True,False
DanBurmawy,True,False,True,True
farazaminist,True,False,True,False
Meysame_tamaarr,True,False,True,False
ThevoiceofIran2,True,False,True,True
gordane11,True,False,True,True
saeed_akbari39,True,True,True,False
lokhidmartin202,True,False,True,False
Mayekhal,True,True,True,False
giilaaass,True,False,True,False
Moonlightnighty,True,False,True,True
ReallyR83,True,False,True,False
wilma890,True,True,True,True
Inomad000,True,False,True,False
June3rd1989,True,False,True,False
jimi26123559,True,False,True,False
1SHERVIN1998,True,False,True,False
Arman1828ex,True,True,True,True
AmirTaheri4,True,True,True,True
javid_EPir,True,True,True,False
Revenant_HF,True,False,True,False
rasool646464,True,False,True,True
bbuunny95,True,False,True,False
fedbacks,True,False,True,False
MehdiBanai,True,False,True,False
TheHandsomeLion,True,False,True,False
NaghmeL,True,True,True,False
Niketa2020,True,False,True,False
haideriyeh,True,False,True,False
IranianRebirth,True,False,True,False
MReisvand,True,False,True,False
hooshyar_z,True,False,True,True
fifi_pour,True,False,True,True
Agha_jooon,True,False,True,False
YekTa7982,True,False,True,False
bihamsafar,True,False,True,False
Mirzaaghakhan20,True,False,True,False
METALFury1313,True,False,True,True
meisammeisam3,True,False,True,False
Alirezaparafka1,True,False,True,True
harchiharki,True,False,True,False
FarbodArian,True,True,True,True
shahekabir57,True,False,True,False
IranianAzeri,True,False,True,False
N_JR80,True,False,True,False
Choninta,True,False,True,False
RPcreate20,True,False,True,False
Ali40964708,True,False,True,False
maziar_vandad,True,False,True,False
Venus7Melbi,True,False,True,True
Sashastella66,True,False,True,False
Eli285302028,True,False,True,False
toroshok13oo,True,False,True,False
Moe27882661,True,False,True,False
WyjAyran62348,True,False,True,False
bardiyair2,True,False,True,False
javidnamei76957,True,False,True,False
jangali1296242,True,False,True,False
MahbudJkr,True,False,True,False
baharazad873499,True,False,True,False
Far_ezadi2582,True,False,True,False
janejthore,True,False,True,False
Queenaurora209,True,True,True,False
Tahmine_iirani,True,False,True,True
guccirad88,True,False,True,False
OswaldCobb50641,True,False,True,True
renegade_FARID,True,False,True,False
balochistan_054,True,False,True,False
R0khii_1,True,False,True,False
kaykhosrow5,True,True,True,True
parham1345,True,False,True,False
manastoryteller,True,False,True,False
AjabVazee,True,False,True,True
jamshidsaramad,True,False,True,True
shafi125,True,False,True,False
Same_sammmmm,True,False,True,False
Nda94685060,True,False,True,False
lion_mikey08,True,False,True,False
ARR1341,True,False,True,False
serojmz,True,False,True,False
kimia_ssm12,True,False,True,True
ShahriarRa23598,True,False,True,False
Comando17142709,True,False,True,False
sog_m_y,True,False,True,True
Yekta670333,True,False,True,False
LisaLeoneLobowo,True,False,True,True
soosmar7,True,False,True,False
RafieeAnge,True,False,True,False
A17DELQ17,True,False,True,False
warrior_catt,True,False,True,False
DrwdA42828,True,False,True,False
adam_hesabi1,True,True,True,False
KandooTV,True,False,True,False
beyaminjahandi,True,False,True,False
Tony_ksiboy_,True,False,True,False
Sohrab888813801,True,False,True,False
maryama88097336,True,False,True,False
6satan66lucifer,True,False,True,False
PatriotSorena,True,False,True,False
SaiPedram9082,True,False,True,False
King88Rhaegar,True,False,True,False
scorpio19281,True,False,True,False
SaeedianMaryam,True,False,True,False
GreatIran2023,True,True,True,False
Queennkhaleesi,True,False,True,False
javidkourosh187,True,False,True,False
MitraAban27259,True,False,True,False
Niry4ir,True,False,True,False
haamrraaz,True,False,True,False
MarziehVeisyt,True,False,True,True
20002762SHAHKAR,True,False,True,False
HDjamshidi,True,False,True,False
real__Mason,True,False,True,False
JustMyIran,True,False,True,False
MehrbanAban,True,False,True,False
amir41355273,True,True,True,True
EliCopter9200,True,False,True,False
PoplarAlba54,True,False,True,False
zozan1384,True,False,True,False
SAryawnd58559,True,False,True,False
itsgisou,True,True,True,False
Hakhamaneshiii,True,False,True,False
shagholos2,True,False,True,False
Dani_k68,True,False,True,False
Resurrection81,True,False,True,False
diba61023855,True,False,True,False
Sorena2024King,True,False,True,True
MaryamBahrami21,True,False,True,False
faez77959735,True,False,True,False
Fara_dst,True,False,True,False
Alireza_2ag,True,False,True,False
Iran26856517629,True,False,True,False
Laleh42371258,True,False,True,False
Saman90031827,True,False,True,False
anoshirvan66,True,False,True,False
Piran7010747687,True,False,True,False
misso2021,True,False,True,False
Sasan391,True,False,True,False
shan2shohan,True,False,True,False
MarziehMeh7834,True,False,True,False
king_freedom7,True,False,True,False
GJahandide12516,True,False,True,False
RealAlexJones,True,False,True,False
kennnnadams,True,False,True,False
girl_perspolis,True,False,True,False
GRonin7,True,False,True,True
KayhanLondon,True,True,True,True
Ali49781135,True,True,True,True
RevolutAyyar,True,False,True,False
forbvn,True,False,True,False
EdwardJ94747692,True,False,True,False
M_iSaanaa,True,False,True,False
secularistsofIR,True,False,True,True
Taheri15Taheri,True,False,True,False
peyman_am90,True,False,True,False
irandookhte,True,False,True,False
marytabanejad,True,True,True,False
homayoun_m1,True,False,True,False
shadi35876141,True,False,True,True
Mehdi101101,True,False,True,False
RealAliJalali,True,True,True,False
JSchanzer,True,False,True,False
takhtjamshid7,True,False,True,True
NavyLookout,True,False,True,False
king2RMSHAH,True,False,True,False
shahin_ariya,True,False,True,False
shh32454028,True,False,True,False
Talzak,True,False,True,False
kianavidi,True,False,True,False
quintana395621,True,False,True,False
sorena60935,True,False,True,False
FarshidMozaffa,True,False,True,True
Vatanamk,True,True,True,False
pranse20,True,False,True,False
sf34252720,True,False,True,False
IMAM_HOSSEIN_72,True,False,True,True
maxhzad60,True,False,True,False
bbebrahimi,True,False,True,False
BangooBangoo2,True,False,True,False
MozhilaK,True,False,True,False
eliiranabad,True,True,True,False
FreeIra36624074,True,False,True,False
mmdshby4,True,False,True,False
piroozmom,True,False,True,False
Iranianpeople16,True,False,True,False
safarazlilipoot,True,True,True,False
john_wick_7,True,False,True,False
amin1917,True,True,True,False
abedini_farzane,True,False,True,True
dayanerthanever,True,False,True,False
irandokht38,True,False,True,False
QarleyH,True,False,True,False
mita_mehdi,True,False,True,False
off734,True,True,True,True
saja36589,True,False,True,False
Shahshahani20,True,False,True,False
SagorMaitr30528,True,False,True,False
user5236544789,True,False,True,False
atousa_rostami,True,False,True,False
hhannaarendtt,True,False,True,False
Iam_HalfBlood_P,True,False,True,True
nnahidkhosrava2,True,False,True,False
realfarid7,True,True,True,False
faydimlilis90,True,False,True,True
AG82828636,True,False,True,False
Seyed_Ebrahimi,True,False,True,False
SarahMicheal47,True,False,True,False
Msuli120469,True,False,True,False
lashkar55,True,False,True,False
GoodarzTwT,True,False,True,False
8Core_5GHz,True,False,True,False
P88260,True,False,True,False
18TROUBLE18,True,False,True,True
Binokido,True,False,True,False
elonmusk,True,False,True,False
NR2OH,True,True,True,False
NatGeo,True,False,True,False
sinabarandaz,True,False,True,False
samirkh1389,True,True,True,False
ApostateProphet,True,False,True,False
Rubayiat3Sonne,True,False,True,False
DdimSsim30616,True,False,True,False
