source_key,target_key,relation,owner_key,owner_split
saja36589,panteapeyvandi,follows,panteapeyvandi,train
rio2janiro,panteapeyvandi,follows,panteapeyvandi,train
cyrusshares,panteapeyvandi,follows,panteapeyvandi,train
arash1686688,panteapeyvandi,follows,panteapeyvandi,train
proutymcgouty1,panteapeyvandi,follows,panteapeyvandi,train
saberparvar,panteapeyvandi,follows,panteapeyvandi,train
lymmd190765,panteapeyvandi,follows,panteapeyvandi,train
iranianira98535,panteapeyvandi,follows,panteapeyvandi,train
sarasani1172755,panteapeyvandi,follows,panteapeyvandi,train
mehdieslami_,panteapeyvandi,follows,panteapeyvandi,train
all_might_43,panteapeyvandi,follows,panteapeyvandi,train
ehsanghola20993,panteapeyvandi,follows,panteapeyvandi,train
amir138700kingm,panteapeyvandi,follows,panteapeyvandi,train
ragnar1388,panteapeyvandi,follows,panteapeyvandi,train
alhejaz1357,panteapeyvandi,follows,panteapeyvandi,train
tsunamif14,panteapeyvandi,follows,panteapeyvandi,train
aliemdadi78685,panteapeyvandi,follows,panteapeyvandi,train
mangokiller1991,panteapeyvandi,follows,panteapeyvandi,train
bahram463606,panteapeyvandi,follows,panteapeyvandi,train
kasra2121,panteapeyvandi,follows,panteapeyvandi,train
sylviabl00m,panteapeyvandi,follows,panteapeyvandi,train
saeed1592289,panteapeyvandi,follows,panteapeyvandi,train
alikoshe,panteapeyvandi,follows,panteapeyvandi,train
lh2hduuh4e0ewir,panteapeyvandi,follows,panteapeyvandi,train
aliiiii921155,panteapeyvandi,follows,panteapeyvandi,train
iran_1990_,panteapeyvandi,follows,panteapeyvandi,train
mahsamahsa95636,panteapeyvandi,follows,panteapeyvandi,train
sandragarc84409,panteapeyvandi,follows,panteapeyvandi,train
sepanta_green,panteapeyvandi,follows,panteapeyvandi,train
nejad_mehd6975,panteapeyvandi,follows,panteapeyvandi,train
gleencamp,panteapeyvandi,follows,panteapeyvandi,train
alimehman4,panteapeyvandi,follows,panteapeyvandi,train
afshin350392148,panteapeyvandi,follows,panteapeyvandi,train
kfarajolahi,panteapeyvandi,follows,panteapeyvandi,train
gallemored58836,panteapeyvandi,follows,panteapeyvandi,train
kkooroshz,panteapeyvandi,follows,panteapeyvandi,train
randallmcnally9,panteapeyvandi,follows,panteapeyvandi,train
k2023872,panteapeyvandi,follows,panteapeyvandi,train
cirtceletrap,panteapeyvandi,follows,panteapeyvandi,train
hujatallah19808,panteapeyvandi,follows,panteapeyvandi,train
sky19571957,panteapeyvandi,follows,panteapeyvandi,train
billie_collins1,panteapeyvandi,follows,panteapeyvandi,train
mobious412164,panteapeyvandi,follows,panteapeyvandi,train
rainbow3369,panteapeyvandi,follows,panteapeyvandi,train
jgandolfini9985,panteapeyvandi,follows,panteapeyvandi,train
erfan_kab,panteapeyvandi,follows,panteapeyvandi,train
matthewhellyar,panteapeyvandi,follows,panteapeyvandi,train
amirdarehkouni1,panteapeyvandi,follows,panteapeyvandi,train
chekhoft,panteapeyvandi,follows,panteapeyvandi,train
nader752186,panteapeyvandi,follows,panteapeyvandi,train
gharibe_979,panteapeyvandi,follows,panteapeyvandi,train
buskingpat331,panteapeyvandi,follows,panteapeyvandi,train
zahra6432041869,panteapeyvandi,follows,panteapeyvandi,train
panimoonpahlavi,panteapeyvandi,follows,panteapeyvandi,train
nomadbowman,panteapeyvandi,follows,panteapeyvandi,train
khndh9043,panteapeyvandi,follows,panteapeyvandi,train
mr_miad,panteapeyvandi,follows,panteapeyvandi,train
homay_irani,panteapeyvandi,follows,panteapeyvandi,train
snl785042351376,panteapeyvandi,follows,panteapeyvandi,train
israelrouydad,panteapeyvandi,follows,panteapeyvandi,train
but_the_love,panteapeyvandi,follows,panteapeyvandi,train
nsclepius,panteapeyvandi,follows,panteapeyvandi,train
help_animals_dn,panteapeyvandi,follows,panteapeyvandi,train
sherzad_dr,panteapeyvandi,follows,panteapeyvandi,train
armanazazad,panteapeyvandi,follows,panteapeyvandi,train
ahmdrdataj14618,panteapeyvandi,follows,panteapeyvandi,train
this_is_shahabx,panteapeyvandi,follows,panteapeyvandi,train
need4peace22,panteapeyvandi,follows,panteapeyvandi,train
derafshekavyan,panteapeyvandi,follows,panteapeyvandi,train
b0z0rg1,panteapeyvandi,follows,panteapeyvandi,train
eabramson48548,panteapeyvandi,follows,panteapeyvandi,train
dyeranis,panteapeyvandi,follows,panteapeyvandi,train
khoorasani,panteapeyvandi,follows,panteapeyvandi,train
xforjesus1,panteapeyvandi,follows,panteapeyvandi,train
talia_ethan,panteapeyvandi,follows,panteapeyvandi,train
illiterate_new,panteapeyvandi,follows,panteapeyvandi,train
arian_bajool,panteapeyvandi,follows,panteapeyvandi,train
scitover,panteapeyvandi,follows,panteapeyvandi,train
mahi0210044,panteapeyvandi,follows,panteapeyvandi,train
sarbazeshahh,panteapeyvandi,follows,panteapeyvandi,train
rezarez17109309,panteapeyvandi,follows,panteapeyvandi,train
max_z73,panteapeyvandi,follows,panteapeyvandi,train
ghazale_chelabi,panteapeyvandi,follows,panteapeyvandi,train
salar22162,panteapeyvandi,follows,panteapeyvandi,train
misagh85411031,panteapeyvandi,follows,panteapeyvandi,train
sorenayam,panteapeyvandi,follows,panteapeyvandi,train
emanast56356,panteapeyvandi,follows,panteapeyvandi,train
farib856534,panteapeyvandi,follows,panteapeyvandi,train
hbaharbin24540,panteapeyvandi,follows,panteapeyvandi,train
lonelymhan,panteapeyvandi,follows,panteapeyvandi,train
sarbazrezashah,panteapeyvandi,follows,panteapeyvandi,train
vahidh7820,panteapeyvandi,follows,panteapeyvandi,train
viva__freedom,panteapeyvandi,follows,panteapeyvandi,train
powerpeople_,panteapeyvandi,follows,panteapeyvandi,train
learnbysearch,panteapeyvandi,follows,panteapeyvandi,train
mah_mo7,panteapeyvandi,follows,panteapeyvandi,train
chan_yona27060,panteapeyvandi,follows,panteapeyvandi,train
arminasher,panteapeyvandi,follows,panteapeyvandi,train
aryamehr_1919,panteapeyvandi,follows,panteapeyvandi,train
mmoradi36466,panteapeyvandi,follows,panteapeyvandi,train
dwd25559533,panteapeyvandi,follows,panteapeyvandi,train
aghabghor50138,panteapeyvandi,follows,panteapeyvandi,train
1358_ch,panteapeyvandi,follows,panteapeyvandi,train
mohammadab15826,panteapeyvandi,follows,panteapeyvandi,train
osiangar4,panteapeyvandi,follows,panteapeyvandi,train
thomaszuh244x,panteapeyvandi,follows,panteapeyvandi,train
anderanik470176,panteapeyvandi,follows,panteapeyvandi,train
yadollahkamran2,panteapeyvandi,follows,panteapeyvandi,train
kiyad23393,panteapeyvandi,follows,panteapeyvandi,train
somayeyousefi3,panteapeyvandi,follows,panteapeyvandi,train
iran13982020,panteapeyvandi,follows,panteapeyvandi,train
mk15773,panteapeyvandi,follows,panteapeyvandi,train
mehdimahmo76347,panteapeyvandi,follows,panteapeyvandi,train
rohy110,panteapeyvandi,follows,panteapeyvandi,train
martinstef85059,panteapeyvandi,follows,panteapeyvandi,train
bibak_shah,panteapeyvandi,follows,panteapeyvandi,train
mahtab9821,panteapeyvandi,follows,panteapeyvandi,train
laalmordeh,panteapeyvandi,follows,panteapeyvandi,train
bika1401,panteapeyvandi,follows,panteapeyvandi,train
mani1980ma,panteapeyvandi,follows,panteapeyvandi,train
sundawn02,panteapeyvandi,follows,panteapeyvandi,train
mehran625189,panteapeyvandi,follows,panteapeyvandi,train
kiya34076655,panteapeyvandi,follows,panteapeyvandi,train
666tanha46566,panteapeyvandi,follows,panteapeyvandi,train
diibadokht,panteapeyvandi,follows,panteapeyvandi,train
beni122107,panteapeyvandi,follows,panteapeyvandi,train
iran__lover,panteapeyvandi,follows,panteapeyvandi,train
nnilly88,panteapeyvandi,follows,panteapeyvandi,train
rasaneyeshah,panteapeyvandi,follows,panteapeyvandi,train
himora71,panteapeyvandi,follows,panteapeyvandi,train
shahyadi67887,panteapeyvandi,follows,panteapeyvandi,train
amir_designer_,panteapeyvandi,follows,panteapeyvandi,train
aveen3ab,panteapeyvandi,follows,panteapeyvandi,train
candyespersoo,panteapeyvandi,follows,panteapeyvandi,train
artoosham2000,panteapeyvandi,follows,panteapeyvandi,train
godot_2020,panteapeyvandi,follows,panteapeyvandi,train
frrrrlion,panteapeyvandi,follows,panteapeyvandi,train
noob_politician,panteapeyvandi,follows,panteapeyvandi,train
haji_killu,panteapeyvandi,follows,panteapeyvandi,train
jay93london,panteapeyvandi,follows,panteapeyvandi,train
nim_explorer,panteapeyvandi,follows,panteapeyvandi,train
qanbari367471,panteapeyvandi,follows,panteapeyvandi,train
lastbastion9,panteapeyvandi,follows,panteapeyvandi,train
life_ila,panteapeyvandi,follows,panteapeyvandi,train
mmdslmy84532271,panteapeyvandi,follows,panteapeyvandi,train
joozi_mr023,panteapeyvandi,follows,panteapeyvandi,train
xseperad9,panteapeyvandi,follows,panteapeyvandi,train
agrin9544,panteapeyvandi,follows,panteapeyvandi,train
kingparsia23391,panteapeyvandi,follows,panteapeyvandi,train
yeliaszadeh,panteapeyvandi,follows,panteapeyvandi,train
aria56966721,panteapeyvandi,follows,panteapeyvandi,train
sara5555555io,panteapeyvandi,follows,panteapeyvandi,train
mych86,panteapeyvandi,follows,panteapeyvandi,train
shirinto,panteapeyvandi,follows,panteapeyvandi,train
shahriarshafie,panteapeyvandi,follows,panteapeyvandi,train
drmark000,panteapeyvandi,follows,panteapeyvandi,train
sasha0024659325,panteapeyvandi,follows,panteapeyvandi,train
panteapeyvandi,alihamid27,follows,panteapeyvandi,train
panteapeyvandi,allamehmadj,follows,panteapeyvandi,train
panteapeyvandi,nayibbukele,follows,panteapeyvandi,train
panteapeyvandi,ariel_oseran,follows,panteapeyvandi,train
panteapeyvandi,setarex_baran_,follows,panteapeyvandi,train
panteapeyvandi,israelrouydad,follows,panteapeyvandi,train
panteapeyvandi,derafshekavyan,follows,panteapeyvandi,train
panteapeyvandi,northlyman,follows,panteapeyvandi,train
panteapeyvandi,rahar9075,follows,panteapeyvandi,train
panteapeyvandi,saman_sarraf,follows,panteapeyvandi,train
panteapeyvandi,usunvie,follows,panteapeyvandi,train
panteapeyvandi,effiegib,follows,panteapeyvandi,train
panteapeyvandi,spring_1281,follows,panteapeyvandi,train
panteapeyvandi,bettybloodclot,follows,panteapeyvandi,train
panteapeyvandi,save_us_us,follows,panteapeyvandi,train
panteapeyvandi,nationalist281,follows,panteapeyvandi,train
panteapeyvandi,jimfergusonuk,follows,panteapeyvandi,train
panteapeyvandi,insight2583,follows,panteapeyvandi,train
panteapeyvandi,infosiftweekly,follows,panteapeyvandi,train
panteapeyvandi,jfoster2019,follows,panteapeyvandi,train
panteapeyvandi,lordwalney,follows,panteapeyvandi,train
panteapeyvandi,davidsacks,follows,panteapeyvandi,train
panteapeyvandi,cantruecrime,follows,panteapeyvandi,train
panteapeyvandi,jonathanharoun1,follows,panteapeyvandi,train
panteapeyvandi,monarchies2000,follows,panteapeyvandi,train
panteapeyvandi,sepantapersian,follows,panteapeyvandi,train
panteapeyvandi,pahlavicomms,follows,panteapeyvandi,train
panteapeyvandi,gidonsaar,follows,panteapeyvandi,train
panteapeyvandi,theofleury14,follows,panteapeyvandi,train
panteapeyvandi,alibeikar,follows,panteapeyvandi,train
panteapeyvandi,nicksortor,follows,panteapeyvandi,train
panteapeyvandi,republican_cad,follows,panteapeyvandi,train
panteapeyvandi,mikebenzcyber,follows,panteapeyvandi,train
panteapeyvandi,ztisdale,follows,panteapeyvandi,train
panteapeyvandi,dannydanon,follows,panteapeyvandi,train
panteapeyvandi,cnsprtrlrprt,follows,panteapeyvandi,train
panteapeyvandi,rapidresponse47,follows,panteapeyvandi,train
panteapeyvandi,amitsegal,follows,panteapeyvandi,train
panteapeyvandi,repjoewilson,follows,panteapeyvandi,train
panteapeyvandi,statedept,follows,panteapeyvandi,train
panteapeyvandi,vp,follows,panteapeyvandi,train
panteapeyvandi,secrubio,follows,panteapeyvandi,train
panteapeyvandi,jchalangi,follows,panteapeyvandi,train
panteapeyvandi,ciadirector,follows,panteapeyvandi,train
panteapeyvandi,ecrgroup,follows,panteapeyvandi,train
panteapeyvandi,jeffbezos,follows,panteapeyvandi,train
panteapeyvandi,saturnjarnsaxa,follows,panteapeyvandi,train
panteapeyvandi,damonimani,follows,panteapeyvandi,train
panteapeyvandi,whitehouse,follows,panteapeyvandi,train
panteapeyvandi,flotus,follows,panteapeyvandi,train
panteapeyvandi,potus,follows,panteapeyvandi,train
panteapeyvandi,wcdispatch_,follows,panteapeyvandi,train
panteapeyvandi,manookkhodabak1,follows,panteapeyvandi,train
panteapeyvandi,hunter__of_57s,follows,panteapeyvandi,train
panteapeyvandi,k_altemimi88,follows,panteapeyvandi,train
panteapeyvandi,martindaubney,follows,panteapeyvandi,train
panteapeyvandi,rt_com,follows,panteapeyvandi,train
panteapeyvandi,singh_hypocrisy,follows,panteapeyvandi,train
panteapeyvandi,shayan3455,follows,panteapeyvandi,train
panteapeyvandi,afshineemrani,follows,panteapeyvandi,train
panteapeyvandi,petersweden7,follows,panteapeyvandi,train
panteapeyvandi,whatisny,follows,panteapeyvandi,train
panteapeyvandi,masoudsepanta,follows,panteapeyvandi,train
panteapeyvandi,paulmitchell_ab,follows,panteapeyvandi,train
panteapeyvandi,aja_syria,follows,panteapeyvandi,train
panteapeyvandi,hichkasofficial,follows,panteapeyvandi,train
panteapeyvandi,karilake,follows,panteapeyvandi,train
panteapeyvandi,shaamnetwork,follows,panteapeyvandi,train
panteapeyvandi,arashreisi,follows,panteapeyvandi,train
panteapeyvandi,nfergus,follows,panteapeyvandi,train
panteapeyvandi,kash_patel,follows,panteapeyvandi,train
panteapeyvandi,cpac,follows,panteapeyvandi,train
panteapeyvandi,parwaz22,follows,panteapeyvandi,train
panteapeyvandi,kamalpenhasi,follows,panteapeyvandi,train
panteapeyvandi,aidahush,follows,panteapeyvandi,train
panteapeyvandi,tythefisch,follows,panteapeyvandi,train
panteapeyvandi,petehegseth,follows,panteapeyvandi,train
panteapeyvandi,baharak_irani,follows,panteapeyvandi,train
panteapeyvandi,michaelgwaltz,follows,panteapeyvandi,train
panteapeyvandi,stephenm,follows,panteapeyvandi,train
panteapeyvandi,america,follows,panteapeyvandi,train
panteapeyvandi,chamath,follows,panteapeyvandi,train
panteapeyvandi,farzyness,follows,panteapeyvandi,train
panteapeyvandi,jamesokeefeiii,follows,panteapeyvandi,train
panteapeyvandi,scottpresler,follows,panteapeyvandi,train
panteapeyvandi,tiffanyatrump,follows,panteapeyvandi,train
panteapeyvandi,sarah4trump_,follows,panteapeyvandi,train
panteapeyvandi,tomellsworth,follows,panteapeyvandi,train
panteapeyvandi,decisiondeskhq,follows,panteapeyvandi,train
panteapeyvandi,ppollingnumbers,follows,panteapeyvandi,train
panteapeyvandi,opensourcezone,follows,panteapeyvandi,train
panteapeyvandi,aqsaeid,follows,panteapeyvandi,train
panteapeyvandi,joeroganhq,follows,panteapeyvandi,train
panteapeyvandi,pbdspodcast,follows,panteapeyvandi,train
panteapeyvandi,mayemusk,follows,panteapeyvandi,train
panteapeyvandi,c__herridge,follows,panteapeyvandi,train
panteapeyvandi,shahryarshefigh,follows,panteapeyvandi,train
panteapeyvandi,rasmussen_poll,follows,panteapeyvandi,train
panteapeyvandi,martyupnorth_2,follows,panteapeyvandi,train
panteapeyvandi,fafomonitor,follows,panteapeyvandi,train
panteapeyvandi,gershon27,follows,panteapeyvandi,train
panteapeyvandi,jjjuraid,follows,panteapeyvandi,train
panteapeyvandi,worldsource24,follows,panteapeyvandi,train
panteapeyvandi,powerpeople_,follows,panteapeyvandi,train
panteapeyvandi,babajza,follows,panteapeyvandi,train
panteapeyvandi,taranehm,follows,panteapeyvandi,train
panteapeyvandi,benedict_kiely,follows,panteapeyvandi,train
panteapeyvandi,iranimmortals,follows,panteapeyvandi,train
panteapeyvandi,ivankatrump,follows,panteapeyvandi,train
panteapeyvandi,epochtimescan,follows,panteapeyvandi,train
panteapeyvandi,avikaner,follows,panteapeyvandi,train
panteapeyvandi,thebabylonbee,follows,panteapeyvandi,train
panteapeyvandi,ericldaugh,follows,panteapeyvandi,train
panteapeyvandi,barronxspaces,follows,panteapeyvandi,train
panteapeyvandi,rugradio,follows,panteapeyvandi,train
panteapeyvandi,worldlibertyfi,follows,panteapeyvandi,train
panteapeyvandi,farokh,follows,panteapeyvandi,train
panteapeyvandi,israeliamerican,follows,panteapeyvandi,train
panteapeyvandi,tablesalt13,follows,panteapeyvandi,train
panteapeyvandi,amylykhanwm,follows,panteapeyvandi,train
panteapeyvandi,govrondesantis,follows,panteapeyvandi,train
panteapeyvandi,vincentoshana,follows,panteapeyvandi,train
panteapeyvandi,immeme0,follows,panteapeyvandi,train
panteapeyvandi,robertkennedyjr,follows,panteapeyvandi,train
panteapeyvandi,hilda09786297,follows,panteapeyvandi,train
panteapeyvandi,sincitycynic,follows,panteapeyvandi,train
panteapeyvandi,shekast57tt,follows,panteapeyvandi,train
panteapeyvandi,themrc,follows,panteapeyvandi,train
panteapeyvandi,sohrabahmari,follows,panteapeyvandi,train
david_elmoro,pahlavi_davoud,follows,pahlavi_davoud,train
svananeh,pahlavi_davoud,follows,pahlavi_davoud,train
agoodarzie,pahlavi_davoud,follows,pahlavi_davoud,train
hroterdam23416,pahlavi_davoud,follows,pahlavi_davoud,train
by_sab25096,pahlavi_davoud,follows,pahlavi_davoud,train
ibo_ooooo,pahlavi_davoud,follows,pahlavi_davoud,train
ttp0088,pahlavi_davoud,follows,pahlavi_davoud,train
brhym355328,pahlavi_davoud,follows,pahlavi_davoud,train
ehsanqililc,pahlavi_davoud,follows,pahlavi_davoud,train
shivas60496172,pahlavi_davoud,follows,pahlavi_davoud,train
kom60847,pahlavi_davoud,follows,pahlavi_davoud,train
mb_irani,pahlavi_davoud,follows,pahlavi_davoud,train
iqpqr,pahlavi_davoud,follows,pahlavi_davoud,train
kiaashoorikia,pahlavi_davoud,follows,pahlavi_davoud,train
fathimanoo57571,pahlavi_davoud,follows,pahlavi_davoud,train
shahyadi67887,pahlavi_davoud,follows,pahlavi_davoud,train
mr_warrior_30,pahlavi_davoud,follows,pahlavi_davoud,train
gracehosse37792,pahlavi_davoud,follows,pahlavi_davoud,train
kamalpishvandi,pahlavi_davoud,follows,pahlavi_davoud,train
robfintecheth,pahlavi_davoud,follows,pahlavi_davoud,train
elizabe43328279,pahlavi_davoud,follows,pahlavi_davoud,train
namakiraha14556,pahlavi_davoud,follows,pahlavi_davoud,train
r_b_2_0_2_3,pahlavi_davoud,follows,pahlavi_davoud,train
mahoormusic,pahlavi_davoud,follows,pahlavi_davoud,train
hoseingazme017,pahlavi_davoud,follows,pahlavi_davoud,train
deputydawg0098,pahlavi_davoud,follows,pahlavi_davoud,train
johnyjohn45989,pahlavi_davoud,follows,pahlavi_davoud,train
khzayy11478,pahlavi_davoud,follows,pahlavi_davoud,train
mythmgl81754,pahlavi_davoud,follows,pahlavi_davoud,train
pejvakeiran,pahlavi_davoud,follows,pahlavi_davoud,train
wizardeirooni,pahlavi_davoud,follows,pahlavi_davoud,train
msvmohamad11,pahlavi_davoud,follows,pahlavi_davoud,train
grea8jb,pahlavi_davoud,follows,pahlavi_davoud,train
b1_81223,pahlavi_davoud,follows,pahlavi_davoud,train
dariushkingph,pahlavi_davoud,follows,pahlavi_davoud,train
spadanaz2583,pahlavi_davoud,follows,pahlavi_davoud,train
shahan25006,pahlavi_davoud,follows,pahlavi_davoud,train
azadiiieli15916,pahlavi_davoud,follows,pahlavi_davoud,train
akghasemi,pahlavi_davoud,follows,pahlavi_davoud,train
ariosarbazirani,pahlavi_davoud,follows,pahlavi_davoud,train
theproudnation,pahlavi_davoud,follows,pahlavi_davoud,train
babakiranban,pahlavi_davoud,follows,pahlavi_davoud,train
75cn6j22cmf,pahlavi_davoud,follows,pahlavi_davoud,train
amirhossein_dar,pahlavi_davoud,follows,pahlavi_davoud,train
